file_name,Paper Name,Model,Top-1 Accuracy,,comments,Gted
2401.16991v1.pdf,Category-wise Fine-Tuning: Resisting Incorrect Pseudo-Labels in Multi-Label Image Classification with Partial Labels,,0,,,
2401.16456v2.pdf,SHViT: Single-Head Vision Transformer with Memory Efficient Macro Design,,0,,,
2401.15942v1.pdf,Generating Multi-Center Classifier via Conditional Gaussian Distribution,,0,,,
pdf?version=1706535742,MixMobileNet: A Mixed Mobile Network for Edge Vision Applications,,0,,,
2401.14555v2.pdf,Revisiting Active Learning in the Era of Vision Foundation Models,,0,,,
2401.10962v2.pdf,"One Step Learning, One Step Review",,0,,,
2401.09417v3.pdf,Vision Mamba: Efficient Visual Representation Learning with Bidirectional State Space Model,,0,,,
2401.08541v1.pdf,Scalable Pre-training of Large Autoregressive Image Models,,0,,,
2401.08469v1.pdf,Explanations of Classifiers Enhance Medical Image Segmentation via End-to-end Pre-training,,0,,,
2401.07853v2.pdf,VeCAF: Vision-language Collaborative Active Finetuning with Training Objective Awareness,,0,,,
2401.06197v1.pdf,Efficient Deformable ConvNets: Rethinking Dynamic and Sparse Operator for Vision Applications,,0,,,
2401.05768v1.pdf,Evaluating Data Augmentation Techniques for Coffee Leaf Disease Classification,,0,,,
2401.05224v2.pdf,Do Vision and Language Encoders Represent the World Similarly?,,0,,,
2401.04575v2.pdf,Let's Go Shopping (LGS) -- Web-Scale Image-Text Dataset for Visual Concept Understanding,,0,,,
2401.03384v1.pdf,conv_einsum: A Framework for Representation and Fast Evaluation of Multilinear Operations in Convolutional Tensorial Neural Networks,,0,,,
2401.02838v1.pdf,CrisisViT: A Robust Vision Transformer for Crisis Image Classification,,0,,,
2401.02955v2.pdf,Open-Vocabulary SAM: Segment and Recognize Twenty-thousand Classes Interactively,,0,,,
2401.02020v1.pdf,Spikformer V2: Join the High Accuracy Club on ImageNet with an SNN Ticket,,0,,,
2401.01724v1.pdf,Lightweight Adaptive Feature De-drifting for Compressed Image Classification,,0,,,
Maxwell_Logarithmic_Lenses_Exploring_Log_RGB_Data_for_Image_Classification_CVPR_2024_paper.pdf,Logarithmic Lenses: Exploring Log RGB Data for Image Classification,,0,,,
Srivastava_OmniVec2_-_A_Novel_Transformer_based_Network_for_Large_Scale_CVPR_2024_paper.pdf,OmniVec2 - A Novel Transformer based Network for Large Scale Multimodal and Multitask Learning,,0,,,
Ming_Transferable_Structural_Sparse_Adversarial_Attack_Via_Exact_Group_Sparsity_Training_CVPR_2024_paper.pdf,Transferable Structural Sparse Adversarial Attack Via Exact Group Sparsity Training,,0,,,
Zhao_PSDPM_Prototype-based_Secondary_Discriminative_Pixels_Mining_for_Weakly_Supervised_Semantic_CVPR_2024_paper.pdf,PSDPM: Prototype-based Secondary Discriminative Pixels Mining for Weakly Supervised Semantic Segmentation,,0,,,
Miao_Bayesian_Exploration_of_Pre-trained_Models_for_Low-shot_Image_Classification_CVPR_2024_paper.pdf,Bayesian Exploration of Pre-trained Models for Low-shot Image Classification,,0,,,
2401.00692v3.pdf,Self-supervised learning for skin cancer diagnosis with limited training data,,0,,,
2401.00137v2.pdf,SSL-OTA: Unveiling Backdoor Threats in Self-Supervised Learning for Object Detection,,0,,,
2312.17742v1.pdf,Learning Vision from Models Rivals Learning Vision from Data,,0,,,
2312.16880v1.pdf,Adversarial Attacks on Image Classification Models: Analysis and Defense,,0,,,
2312.16451v3.pdf,Domain Generalization with Vital Phase Augmentation,,0,,,
2312.15297v1.pdf,Make Me a BNN: A Simple Strategy for Estimating Bayesian Uncertainty from Pre-trained Models,,0,,,
2312.15112v3.pdf,Less or More From Teacher: Exploiting Trilateral Geometry For Knowledge Distillation,,0,,,
2312.10376v1.pdf,SA$^2$VP: Spatially Aligned-and-Adapted Visual Prompt,,0,,,
2312.11548v1.pdf,Learning Interpretable Queries for Explainable Image Classification with Information Pursuit,,0,,,
2312.10136v3.pdf,Gradient-based Parameter Selection for Efficient Fine-Tuning,,0,,,
2312.08874v3.pdf,Agent Attention: On the Integration of Softmax and Linear Attention,,0,,,
2312.09299v1.pdf,Weight subcloning: direct initialization of transformers using larger pretrained ones,,0,,,
2312.07932v2.pdf,A Novel Image Classification Framework Based on Variational Quantum Algorithms,,0,,,
2312.07061v2.pdf,MaxQ: Multi-Axis Query for N:M Sparsity Network,,0,,,
2312.05449v2.pdf,TALDS-Net: Task-Aware Adaptive Local Descriptors Selection for Few-shot Image Classification,,0,,,
2312.04076v2.pdf,Large Language Models are Good Prompt Learners for Low-Shot Image Classification,,0,,,
2312.04234v5.pdf,Graph Convolutions Enrich the Self-Attention in Transformers!,,0,,,
2312.03777v2.pdf,On the Robustness of Large Multimodal Models Against Image Adversarial Attacks,,0,,,
2312.02957v3.pdf,Classification for everyone : Building geography agnostic models for fairer recognition,,0,,,
2312.01397v3.pdf,Visual Prompting Upgrades Neural Network Sparsification: A Data-Model Perspective,,0,,,
2312.01232v2.pdf,A Comprehensive Study of Vision Transformers in Image Classification Tasks,,0,,,
2312.01187v4.pdf,SASSL: Enhancing Self-Supervised Learning via Neural Style Transfer,,0,,,
2312.00863v1.pdf,EfficientSAM: Leveraged Masked Image Pretraining for Efficient Segment Anything,,0,,,
2312.00761v4.pdf,Deep Unlearning: Fast and Efficient Gradient-free Approach to Class Forgetting,,0,,,
2312.00674v1.pdf,LightCLIP: Learning Multi-Level Interaction for Lightweight Vision-Language Models,,0,,,
2312.00304v1.pdf,Developmental Pretraining (DPT) for Image Classification Networks,,0,,,
2312.00851v2.pdf,Physics Inspired Criterion for Pruning-Quantization Joint Learning,,0,,,
2312.00110v3.pdf,CLIP-QDA: An Explainable Concept Bottleneck Model,,0,,,
2311.18083v4.pdf,Meta Co-Training: Two Views are Better than One,,0,,,
2311.17132v3.pdf,TransNeXt: Robust Foveal Visual Perception for Vision Transformers,,0,,,
2311.16577v1.pdf,Efficient Key-Based Adversarial Defense for ImageNet by Using Pre-trained Model,,0,,,
2311.15599v2.pdf,"UniRepLKNet: A Universal Perception Large-Kernel ConvNet for Audio, Video, Point Cloud, Time-Series and Image Recognition",,0,,,
2311.15569v2.pdf,Towards Difficulty-Agnostic Efficient Transfer Learning for Vision-Language Models,,0,,,
2311.15966v1.pdf,Towards Transfer Learning for Large-Scale Image Classification Using Annealing-based Quantum Boltzmann Machines,,0,,,
2311.15225v1.pdf,"One-bit Supervision for Image Classification: Problem, Solution, and Beyond",,0,,,
2311.15010v2.pdf,Adapter is All You Need for Tuning Visual Tasks,,0,,,
2311.14062v2.pdf,Hardware Resilience Properties of Text-Guided Image Classifiers,,0,,,
2311.11904v2.pdf,LLMs as Visual Explainers: Advancing Image Classification with Evolving Visual Descriptions,,0,,,
2311.12091v1.pdf,DAS: A Deformable Attention to Capture Salient Information in CNNs,,0,,,
2311.12084v2.pdf,ODDR: Outlier Detection & Dimension Reduction Based Defense Against Adversarial Patches,,0,,,
2311.10807v1.pdf,SENetV2: Aggregated dense layer for channelwise and global representations,,0,,,
2311.08745v6.pdf,Using Stochastic Gradient Descent to Smooth Nonconvex Functions: Analysis of Implicit Graduated Optimization,,0,,,
2311.09191v1.pdf,Domain Aligned CLIP for Few-shot Classification,,0,,,
2311.09058v4.pdf,Improving Deep Learning Optimization through Constrained Parameter Regularization,,0,,,
2311.07623v2.pdf,PadChannel: Improving CNN Performance through Explicit Padding Encoding,,0,,,
2311.06746v1.pdf,Two Stream Scene Understanding on Graph Embedding,,0,,,
2311.06169v1.pdf,Deep Fast Vision: A Python Library for Accelerated Deep Transfer Learning Vision Prototyping,,0,,,
2311.07593v2.pdf,Follow-Up Differential Descriptions: Language Models Resolve Ambiguities for Image Classification,,0,,,
2311.05589v2.pdf,A Coefficient Makes SVRG Effective,,0,,,
2311.05659v2.pdf,Enhancing Instance-Level Image Classification with Set-Level Labels,,0,,,
2311.04888v1.pdf,Towards Few-Annotation Learning in Computer Vision: Application to Image Classification and Object Detection tasks,,0,,,
2311.03774v2.pdf,Meta-Adapter: An Online Few-shot Learner for Vision-Language Model,,0,,,
2311.04157v3.pdf,A Simple Interpretable Transformer for Fine-Grained Image Classification and Analysis,,0,,,
2311.03959v2.pdf,Improving the Effectiveness of Deep Generative Data,,0,,,
2311.05709v1.pdf,OmniVec: Learning robust representations with cross modal sharing,,0,,,
2311.03149v2.pdf,Asymmetric Masked Distillation for Pre-Training Small Foundation Models,,0,,,
2311.03035v2.pdf,GTP-ViT: Efficient Vision Transformers via Graph-based Token Propagation,,0,,,
2311.01655v2.pdf,Detecting Spurious Correlations via Robust Visual Concepts in Real and AI-Generated Image Classification,,0,,,
2311.01310v2.pdf,Scattering Vision Transformer: Spectral Mixing Matters,,0,,,
2311.01441v2.pdf,Distilling Out-of-Distribution Robustness from Vision-Language Foundation Models,,0,,,
2310.19380v4.pdf,TransXNet: Learning Both Global and Local Dynamics with a Dual Dynamic Token Mixer for Visual Recognition,,0,,,
2310.19522v2.pdf,Are Natural Domain Foundation Models Useful for Medical Image Classification?,,0,,,
1279,RCKD: Response-Based Cross-Task Knowledge Distillation for Pathological Image Analysis,,0,,,
2311.16122v1.pdf,Semantic Generative Augmentations for Few-Shot Counting,,0,,,
2310.16898v3.pdf,MCUFormer: Deploying Vision Transformers on Microcontrollers with Limited Memory,,0,,,
2311.16120v1.pdf,Sanity checks for patch visualisation in prototype-based image classification,,0,,,
2310.14139v1.pdf,Are LSTMs Good Few-Shot Learners?,,0,,,
2310.12707v1.pdf,Recoverable Privacy-Preserving Image Classification through Noise-like Adversarial Examples,,0,,,
2310.11989v3.pdf,Image Clustering with External Guidance,,0,,,
2310.11077v2.pdf,United We Stand: Using Epoch-wise Agreement of Ensembles to Combat Overfit,,0,,,
2310.11094v2.pdf,"Relearning Forgotten Knowledge: on Forgetting, Overfit and Training-Free Ensembles of DNNs",,0,,,
2310.10402v2.pdf,Real-Fake: Effective Training Data Synthesis Through Distribution Matching,,0,,,
2310.09744v1.pdf,Explore the Effect of Data Selection on Poison Efficiency in Backdoor Attacks,,0,,,
2310.09028v1.pdf,Subspace Adaptation Prior for Few-Shot Learning,,0,,,
2310.07975v2.pdf,Self-supervised visual learning for analyzing firearms trafficking activities on the Web,,0,,,
2310.08139v2.pdf,DualAug: Exploiting Additional Heavy Augmentation with OOD Data Rejection,,0,,,
2310.08470v1.pdf,Strategies and impact of learning curve estimation for CNN-based image classification,,0,,,
2310.07184v2.pdf,NeuroInspect: Interpretable Neuron-based Debugging Framework through Class-conditional Visualizations,,0,,,
2310.06234v2.pdf,Efficient Adaptation of Large Vision Transformer via Adapter Re-Composing,,0,,,
2310.05754v1.pdf,Unleashing the power of Neural Collapse for Transferability Estimation,,0,,,
2310.04134v2.pdf,TiC: Exploring Vision Transformer in Convolution,,0,,,
2310.03013v2.pdf,SemiReward: A General Reward Model for Semi-supervised Learning,,0,,,
2310.02776v1.pdf,Dynamic Shuffle: An Efficient Channel Mixture Method,,0,,,
2310.02037v1.pdf,An evaluation of pre-trained models for feature extraction in image classification,,0,,,
2310.02396v4.pdf,Inductive biases of multi-task learning and finetuning: multiple regimes of feature reuse,,0,,,
2310.00567v1.pdf,Understanding the Robustness of Randomized Feature Defense Against Query-Based Adversarial Attacks,,0,,,
2310.00418v1.pdf,MVC: A Multi-Task Vision Transformer Network for COVID-19 Diagnosis from Chest X-ray Images,,0,,,
2310.00164v2.pdf,PRIME: Prioritizing Interpretability in Failure Mode Extraction,,0,,,
2309.15639v3.pdf,Enhancing Sharpness-Aware Optimization Through Variance Suppression,,0,,,
2309.14928v3.pdf,Noise-Tolerant Few-Shot Unsupervised Adapter for Vision-Language Models,,0,,,
2309.14136v3.pdf,Masked Image Residual Learning for Scaling Deeper Vision Transformers,,0,,,
2309.12862v4.pdf,Associative Transformer,,0,,,
2309.12424v1.pdf,DualToken-ViT: Position-aware Efficient Vision Transformer with Dual Token Fusion,,0,,,
2309.10625v4.pdf,NoisyNN: Exploring the Impact of Information Entropy Change in Learning Systems,,0,,,
2309.09571v2.pdf,Heterogeneous Generative Knowledge Distillation with Masked Image Modeling,,0,,,
2309.09276v1.pdf,MVP: Meta Visual Prompt Tuning for Few-Shot Remote Sensing Image Scene Classification,,0,,,
2309.06891v1.pdf,Keep It SimPool: Who Said Supervised Transformers Suffer from Attention Deficit?,,0,,,
2309.06721v2.pdf,Dynamic Spectrum Mixer for Visual Recognition,,0,,,
2309.07113v1.pdf,Contrastive Deep Encoding Enables Uncertainty-aware Machine-learning-assisted Histopathology,,0,,,
2309.05950v5.pdf,Language Models as Black-Box Optimizers for Vision-Language Models,,0,,,
2309.06626v2.pdf,Accelerating Deep Neural Networks via Semi-Structured Activation Sparsity,,0,,,
2309.05224v1.pdf,SparseSwin: Swin Transformer with Sparse Transformer Block,,0,,,
2309.05809v1.pdf,Divergences in Color Perception between Deep Neural Networks and Humans,,0,,,
2309.04747v2.pdf,When to Learn What: Model-Adaptive Data Augmentation Curriculum,,0,,,
2309.04837v2.pdf,HAct: Out-of-Distribution Detection with Neural Net Activation Histograms,,0,,,
2309.04148v3.pdf,Representation Synthesis by Probabilistic Many-Valued Logic Operation in Self-Supervised Learning,,0,,,
2309.07149v1.pdf,Decoding visual brain representations from electroencephalography through Knowledge Distillation and latent diffusion models,,0,,,
2309.03965v1.pdf,Improving Resnet-9 Generalization Trained on Small Datasets,,0,,,
2309.02636v1.pdf,Multiclass Alignment of Confidence and Certainty for Network Calibration,,0,,,
2309.01430v1.pdf,DAT++: Spatially Dynamic Vision Transformer with Deformable Attention,,0,,,
2309.01310v1.pdf,ExMobileViT: Lightweight Classifier Extension for Mobile Vision Transformer,,0,,,
2309.00035v1.pdf,FACET: Fairness in Computer Vision Evaluation Benchmark,,0,,,
2308.15273v1.pdf,Cross-Modal Retrieval Meets Inference:Improving Zero-Shot Classification with Cross-Modal Retrieval,,0,,,
2308.15639v1.pdf,Hyperbolic Convolutional Neural Networks,,0,,,
2308.14938v2.pdf,Entropy-based Guidance of Deep Neural Networks for Accelerated Convergence and Improved Performance,,0,,,
2309.08610v1.pdf,"Do the Frankenstein, or how to achieve better out-of-distribution performance with manifold mixing model soup",,0,,,
2308.14058v1.pdf,Pruning the Unlabeled Data to Improve Semi-Supervised Learning,,0,,,
2308.12532v6.pdf,FedSOL: Stabilized Orthogonal Learning with Proximal Restrictions in Federated Learning,,0,,,
2308.12661v1.pdf,Don't Look into the Sun: Adversarial Solarization Attacks on Image Classifiers,,0,,,
2308.12058v1.pdf,DR-Tune: Improving Fine-tuning of Pretrained Visual Models by Distribution Regularization with Semantic Calibration,,0,,,
2308.11911v2.pdf,ACLS: Adaptive and Conditional Label Smoothing for Network Calibration,,0,,,
2308.11920v1.pdf,Concept Bottleneck with Visual Concept Filtering for Explainable Medical Image Classification,,0,,,
2308.11186v1.pdf,Knowledge-Aware Prompt Tuning for Generalizable Vision-Language Models,,0,,,
2308.10599v1.pdf,Image-free Classifier Injection for Zero-Shot Classification,,0,,,
2308.10916v1.pdf,Diffusion Model as Representation Learner,,0,,,
2308.10888v1.pdf,Unlocking Accuracy and Fairness in Differentially Private Image Classification,,0,,,
2308.10761v1.pdf,CoNe: Contrast Your Neighbours for Supervised Image Classification,,0,,,
2308.10632v3.pdf,Foundation Model-oriented Robustness: Robust Image Model Evaluation with Pretrained Models,,0,,,
2308.10562v2.pdf,Seeing the Intangible: Survey of Image Classification into High-Level and Abstract Categories,,0,,,
2308.10328v3.pdf,A Comprehensive Empirical Evaluation on Online Continual Learning,,0,,,
2308.10103v3.pdf,ASPIRE: Language-Guided Data Augmentation for Improving Robustness Against Spurious Correlations,,0,,,
2308.09372v3.pdf,Which Transformer to Favor: A Comparative Analysis of Efficiency in Vision Transformers,,0,,,
2308.09764v2.pdf,The Impact of Background Removal on Performance of Neural Networks for Fashion Image Classification and Segmentation,,0,,,
2308.06692v1.pdf,SimMatchV2: Semi-Supervised Learning with Graph Consistency,,0,,,
2308.06739v1.pdf,Free-ATM: Exploring Unsupervised Learning on Diffusion-Generated Images with Free Attention Masks,,0,,,
2308.06582v2.pdf,Gated Attention Coding for Training High-performance and Efficient Spiking Neural Networks,,0,,,
2308.03821v1.pdf,Distributionally Robust Classification on a Data Budget,,0,,,
2308.03793v2.pdf,ReCLIP: Refine Contrastive Language Image Pre-Training with Source Free Domain Adaptation,,0,,,
2308.01313v3.pdf,PerceptionCLIP: Visual Classification by Inferring and Conditioning on Contexts,,0,,,
2308.00607v1.pdf,Beyond One-Hot-Encoding: Injecting Semantics to Drive Image Classifiers,,0,,,
2308.00454v1.pdf,ViT2EEG: Leveraging Hybrid Pretrained Vision Transformers for EEG Data,,0,,,
2308.00715v2.pdf,Automated COVID-19 CT Image Classification using Multi-head Channel Attention in Deep CNN,,0,,,
2307.15460v1.pdf,Cross-Modal Concept Learning and Inference for Vision-Language Models,,0,,,
2308.00093v1.pdf,Task-Oriented Channel Attention for Fine-Grained Few-Shot Classification,,0,,,
2307.15199v2.pdf,PromptStyler: Prompt-driven Style Generation for Source-free Domain Generalization,,0,,,
2307.14063v1.pdf,ECO: Ensembling Context Optimization for Vision-Language Models,,0,,,
2307.14460v1.pdf,MiDaS v3.1 -- A Model Zoo for Robust Monocular Relative Depth Estimation,,0,,,
2307.12914v2.pdf,Towards a Visual-Language Foundation Model for Computational Pathology,,0,,,
2307.11988v1.pdf,Sparse then Prune: Toward Efficient Vision Transformers,,0,,,
2307.11342v3.pdf,Tuning Pre-trained Model via Moment Probing,,0,,,
2307.09829v2.pdf,What do neural networks learn in image classification? A frequency shortcut perspective,,0,,,
2307.09270v1.pdf,Linearized Relative Positional Encoding,,0,,,
2307.09638v2.pdf,Promoting Exploration in Memory-Augmented Adam using Critical Momenta,,0,,,
2307.08702v1.pdf,Diffusion Models Beat GANs on Image Classification,,0,,,
2307.06304v1.pdf,"Patch n' Pack: NaViT, a Vision Transformer for any Aspect Ratio and Resolution",,0,,,
2307.04317v2.pdf,Text Descriptions are Compressive and Invariant Representations for Visual Learning,,0,,,
2307.03135v3.pdf,Distilling Large Vision-Language Model with Out-of-Distribution Generalizability,,0,,,
2307.03039v2.pdf,Art Authentication with Vision Transformers,,0,,,
2307.03133v1.pdf,Benchmarking Test-Time Adaptation against Distribution Shifts in Image Classification,,0,,,
2307.02848v2.pdf,Revisiting Computer-Aided Tuberculosis Diagnosis,,0,,,
2307.02249v2.pdf,Rethinking Multiple Instance Learning for Whole Slide Image Classification: A Good Instance Classifier is All You Need,,0,,,
2307.02055v1.pdf,Adversarial Attacks on Image Classification Models: FGSM and Patch Attacks and their Impact,,0,,,
2307.00811v3.pdf,Review helps learn better: Temporal Supervised Knowledge Distillation,,0,,,
2307.00758v1.pdf,Structured Network Pruning by Measuring Filter-wise Interactions,,0,,,
2307.00395v1.pdf,MobileViG: Graph-Based Sparse Attention for Mobile Vision Applications,,0,,,
2307.00198v1.pdf,Filter Pruning for Efficient CNNs via Knowledge-driven Differential Filter Sampler,,0,,,
2306.17794v1.pdf,Vision Through the Veil: Differential Privacy in Federated Learning for Medical Image Classification,,0,,,
2306.16678v1.pdf,BinaryViT: Pushing Binary Vision Transformers Towards Convolutional Models,,0,,,
2306.14306v2.pdf,Adaptive Sharpness-Aware Pruning for Robust Sparse Networks,,0,,,
2306.12150v1.pdf,Benchmark data to study the influence of pre-training on explanation performance in MR image classification,,0,,,
2306.11982v1.pdf,Balanced Mixture of SuperNets for Learning the CNN Pooling Architecture,,0,,,
2306.11339v3.pdf,Masking meets Supervision: A Strong Learning Alliance,,0,,,
2306.11248v2.pdf,Dynamic Perceiver for Efficient Visual Recognition,,0,,,
2306.11261v1.pdf,Comparative Evaluation of Recent Universal Adversarial Perturbations in Image Classification,,0,,,
2306.11922v1.pdf,No Wrong Turns: The Simple Geometry Of Neural Networks Optimization Paths,,0,,,
2306.09579v1.pdf,MedFMC: A Real-world Dataset and Benchmark For Foundation Model Adaptation in Medical Image Classification,,0,,,
2306.08832v4.pdf,Contrasting Intra-Modal and Ranking Cross-Modal Hard Negatives to Enhance Visio-Linguistic Compositional Understanding,,0,,,
2306.08658v2.pdf,Babel-ImageNet: Massively Multilingual Evaluation of Vision-and-Language Representations,,0,,,
2306.08538v2.pdf,Fast and Private Inference of Deep Neural Networks by Co-designing Activation Functions,,0,,,
2306.07952v3.pdf,MOFI: Learning Image Representations from Noisy Entity Annotated Images,,0,,,
2306.08173v2.pdf,Safeguarding Data in Multimodal AI: A Differentially Private Approach to CLIP Training,,0,,,
2306.07050v3.pdf,Revisiting Token Pruning for Object Detection and Instance Segmentation,,0,,,
2306.07346v2.pdf,Learning to Mask and Permute Visual Tokens for Vision Transformer Pre-Training,,0,,,
2306.06712v1.pdf,Neural Architecture Design and Robustness: A Dataset,,0,,,
2306.06339v1.pdf,Two-Stage Holistic and Contrastive Explanation of Image Classification,,0,,,
2306.06051v2.pdf,Higher Chest X-ray Resolution Improves Classification Performance,,0,,,
2306.06189v2.pdf,FasterViT: Fast Vision Transformers with Hierarchical Attention,,0,,,
2306.05175v3.pdf,Large-scale Dataset Pruning with Dynamic Uncertainty,,0,,,
2306.05101v2.pdf,Regularizing with Pseudo-Negatives for Continual Self-Supervised Learning,,0,,,
2306.06077v4.pdf,Semantically-Prompted Language Models Improve Visual Descriptions,,0,,,
2306.02010v3.pdf,Memorization Capacity of Multi-Head Attention in Transformers,,0,,,
2306.01705v1.pdf,The Information Pathways Hypothesis: Transformers are Dynamic Self-Ensembles,,0,,,
2306.01398v1.pdf,Evaluating The Robustness of Self-Supervised Representations to Background/Foreground Removal,,0,,,
2306.01222v2.pdf,Scaling Up Semi-supervised Learning with Unconstrained Unlabelled Data,,0,,,
2306.01697v6.pdf,Exploring Robustness of Image Recognition Models on Hardware Accelerators,,0,,,
2306.00917v3.pdf,Vocabulary-free Image Classification,,0,,,
2306.00989v1.pdf,Hiera: A Hierarchical Vision Transformer without the Bells-and-Whistles,,0,,,
2306.01102v8.pdf,LLMatic: Neural Architecture Search via Large Language Models and Quality Diversity Optimization,,0,,,
2306.00238v2.pdf,Bytes Are All You Need: Transformers Operating Directly On File Bytes,,0,,,
2305.19445v1.pdf,A Computational Account Of Self-Supervised Visual Learning From Egocentric Object Play,,0,,,
2305.18010v2.pdf,Test-Time Adaptation with CLIP Reward for Zero-Shot Generalization in Vision-Language Models,,0,,,
2305.17716v4.pdf,InDL: A New Dataset and Benchmark for In-Diagram Logic Interpretation based on Visual Illusion,,0,,,
2305.17421v2.pdf,FoPro-KD: Fourier Prompted Effective Knowledge Distillation for Long-Tailed Medical Image Recognition,,0,,,
2305.17185v1.pdf,Image Quality Is Not All You Want: Task-Driven Lens Design for Image Classification,,0,,,
2305.16316v2.pdf,Making Vision Transformers Truly Shift-Equivariant,,0,,,
2305.15712v2.pdf,Knowledge Diffusion for Distillation,,0,,,
2305.16319v2.pdf,Image as First-Order Norm+Linear Autoregression: Unveiling Mathematical Invariance,,0,,,
2305.15975v1.pdf,Triplet Knowledge Distillation,,0,,,
2305.15203v3.pdf,Frequency maps reveal the correlation between Adversarial Attacks and Implicit Bias,,0,,,
2305.14768v1.pdf,Dual Path Transformer with Partition Attention,,0,,,
2305.15591v1.pdf,Lightweight Learner for Shared Knowledge Lifelong Learning,,0,,,
2305.13035v5.pdf,Getting ViT in Shape: Scaling Laws for Compute-Optimal Model Design,,0,,,
2305.12827v3.pdf,Task Arithmetic in the Tangent Space: Improved Editing of Pre-Trained Models,,0,,,
2305.12985v1.pdf,Feasibility of Transfer Learning: A Mathematical Framework,,0,,,
2305.13553v2.pdf,Digital-SC: Digital Semantic Communication with Adaptive Network Split and Learned Non-Linear Quantization,,0,,,
2305.11172v1.pdf,ONE-PEACE: Exploring One General Representation Model Toward Unlimited Modalities,,0,,,
2305.10018v1.pdf,Transfer Learning for Fine-grained Classification Using Semi-supervised Learning and Visual Transformers,,0,,,
2305.09348v1.pdf,One-Shot Online Testing of Deep Neural Networks Based on Distribution Shift Detection,,0,,,
2305.08551v1.pdf,Enhancing Performance of Vision Transformers on Small Datasets through Local Inductive Bias Incorporation,,0,,,
2305.08252v4.pdf,Parameter-Efficient Fine-Tuning for Medical Image Analysis: The Missed Opportunity,,0,,,
2305.06912v1.pdf,Meta-Learners for Few-Shot Weakly-Supervised Medical Image Segmentation,,0,,,
2305.06324v2.pdf,Alternating Gradient Descent and Mixture-of-Experts for Integrated Multimodal Perception,,0,,,
2305.06144v2.pdf,Learning Semi-supervised Gaussian Mixture Models for Generalized Category Discovery,,0,,,
2305.05421v2.pdf,DC3DCD: unsupervised learning for multiclass 3D point cloud change detection,,0,,,
2305.05238v1.pdf,Architectural Vision for Quantum Computing in the Edge-Cloud Continuum,,0,,,
2305.04722v1.pdf,Understanding Gaussian Attention Bias of Vision Transformers Using Effective Receptive Fields,,0,,,
2305.04971v1.pdf,LABO: Towards Learning Optimal Label Regularization via Bi-level Optimization,,0,,,
2305.09671v2.pdf,Pick your Poison: Undetectability versus Robustness in Data Poisoning Attacks,,0,,,
2305.03601v1.pdf,Human Attention-Guided Explainable Artificial Intelligence for Computer Vision Models,,0,,,
2305.02927v1.pdf,Forward-Forward Contrastive Learning,,0,,,
2305.01118v2.pdf,CSP: Self-Supervised Contrastive Spatial Pre-Training for Geospatial-Visual Representations,,0,,,
2305.00983v1.pdf,Detecting Novelties with Empty Classes,,0,,,
2304.13539v1.pdf,Tensor Decomposition for Model Reduction in Neural Networks: A Review,,0,,,
2304.12043v2.pdf,MixPro: Data Augmentation with MaskMix and Progressive Attention Labeling for Vision Transformer,,0,,,
2304.11832v1.pdf,Function-Consistent Feature Distillation,,0,,,
2304.11779v2.pdf,Now You See Me: Robust approach to Partial Occlusions,,0,,,
2304.12492v1.pdf,Graph Convolutional Networks based on Manifold Learning for Semi-Supervised Image Classification,,0,,,
2304.10714v1.pdf,Picking Up Quantization Steps for Compressed Image Classification,,0,,,
2304.10131v1.pdf,Learning Bottleneck Concepts in Image Classification,,0,,,
2304.10224v2.pdf,Multi-view Vision-Prompt Fusion Network: Can 2D Pre-trained Model Boost 3D Point Cloud Data-scarce Learning?,,0,,,
2304.10457v1.pdf,Angle based dynamic learning rate for gradient descent,,0,,,
2304.09369v1.pdf,ContraCluster: Learning to Classify without Labels by Contrastive Self-Supervision and Prototype-Based Semi-Supervision,,0,,,
2304.09915v1.pdf,DCN-T: Dual Context Network with Transformer for Hyperspectral Image Classification,,0,,,
2304.09172v3.pdf,Hyperbolic Image-Text Representations,,0,,,
2304.08130v2.pdf,A Survey on Few-Shot Class-Incremental Learning,,0,,,
2304.07593v1.pdf,Teacher Network Calibration Improves Cross-Quality Knowledge Distillation,,0,,,
2304.07193v2.pdf,DINOv2: Learning Robust Visual Features without Supervision,,0,,,
2304.06393v1.pdf,Learning Accurate Performance Predictors for Ultrafast Automated Model Compression,,0,,,
2304.06305v1.pdf,Boosting Convolutional Neural Networks with Middle Spectrum Grouped Convolution,,0,,,
2304.07254v1.pdf,Dynamic Mobile-Former: Strengthening Dynamic Convolution with Attention and Residual Connection in Kernel Space,,0,,,
2304.05884v1.pdf,Unicom: Universal and Compact Representation Learning for Image Retrieval,,0,,,
2304.05675v1.pdf,Semantic-Aware Mixup for Domain Generalization,,0,,,
2304.05173v1.pdf,Improving Image Recognition by Retrieving from Web-Scale Image-Text Data,,0,,,
2304.04518v1.pdf,Are Visual Recognition Models Robust to Image Compression?,,0,,,
2304.03768v1.pdf,SparseFormer: Sparse Visual Recognition via Limited Latent Tokens,,0,,,
2304.02330v1.pdf,SMPConv: Self-moving Point Representations for Continuous Convolution,,0,,,
2304.01434v1.pdf,VNE: An Effective Method for Improving Deep Representation by Manipulating Eigenvalue Distribution,,0,,,
2304.02012v3.pdf,EGC: Image Generation and Classification via a Diffusion Energy-Based Model,,0,,,
